run_id,pre_strategy,post_strategy,query_id,route_taken,retrieval_skipped,s_pop,pop_bucket,em,f1,ttft_ms,total_latency_ms,retrieval_calls,prompt_tokens_estimate,context_chars,entropy,adaptive_tau,skewness,kurtosis,dispersion,gold_in_top_k,answer_raw,answer_extracted
1,Always_Retrieve,Always_FAISS,164824,vector,False,4134.0,high,0.000000,0.000000,1615.909,4860.931,1,480,633,,1.876518,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,1018668,vector,False,16893.0,high,1.000000,1.000000,3728.278,11196.396,1,703,1527,,1.566458,,,,True,Lutheranism,Lutheranism
1,Always_Retrieve,Always_FAISS,1423106,vector,False,56453.0,high,1.000000,1.000000,1559.291,6248.137,1,564,974,,1.369586,,,,True,Lenny Abrahamson,Lenny Abrahamson
1,Always_Retrieve,Always_FAISS,1457141,vector,False,630.0,medium,0.000000,0.000000,2185.914,8757.781,1,598,1079,,2.374993,,,,True,Emperor Louis II,Emperor Louis II
1,Always_Retrieve,Always_FAISS,1751618,vector,False,255.0,medium,0.000000,0.000000,1202.474,4822.449,1,480,629,,2.610396,,,,True,Ivo Perilli,Ivo Perilli
1,Always_Retrieve,Always_FAISS,1596119,vector,False,52.0,low,1.000000,1.000000,2060.423,6194.155,1,507,736,,2.957823,,,,True,Andrespol,Andrespol
1,Always_Retrieve,Always_FAISS,3237496,vector,False,52.0,low,0.000000,0.000000,2015.523,4043.743,1,458,548,,2.957823,,,,True,No author,No author
1,Always_Retrieve,Always_FAISS,2669696,vector,False,14.0,low,1.000000,1.000000,3511.577,7035.885,1,541,883,,3.161453,,,,True,Poland,Poland
1,Always_Retrieve,Always_FAISS,1462605,vector,False,20210.0,high,0.000000,0.000000,1435.814,5755.142,1,526,818,,1.533074,,,,True,No mention of producer,No mention of producer
1,Always_Retrieve,Always_FAISS,4886384,vector,False,6997.0,high,0.000000,0.000000,1661.501,6656.959,1,578,1018,,1.751253,,,,True,Leo Tolstoy,Leo Tolstoy
1,Always_Retrieve,Always_FAISS,5329235,vector,False,519.0,medium,0.000000,0.000000,1579.259,4746.000,1,479,629,,2.426827,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,5390795,vector,False,265.0,medium,0.000000,0.000000,1549.260,6209.137,1,521,798,,2.600800,,,,True,Lloyd Ultan,Lloyd Ultan
1,Always_Retrieve,Always_FAISS,3958189,vector,False,31.0,low,1.000000,1.000000,3223.588,6460.802,1,509,748,,3.047148,,,,True,Poland,Poland
1,Always_Retrieve,Always_FAISS,6522545,vector,False,4373.0,high,0.000000,0.000000,3078.536,9247.052,1,633,1258,,1.862676,,,,True,Comedy drama,Comedy drama
1,Always_Retrieve,Always_FAISS,2044426,vector,False,1337.0,high,0.000000,0.000000,840.216,2530.412,1,374,217,,2.171272,,,,True,Gerhard Ludwig,Gerhard Ludwig
1,Always_Retrieve,Always_FAISS,5451035,vector,False,139.0,medium,0.000000,0.000000,1074.846,5384.559,1,470,591,,2.755076,,,,True,Gatineau Quebec,Gatineau Quebec
1,Always_Retrieve,Always_FAISS,5905522,vector,False,13505.0,high,0.000000,0.000000,1656.661,4982.789,1,455,532,,1.610175,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,6408056,vector,False,150710.0,high,1.000000,1.000000,1470.529,7365.142,1,568,970,,1.254326,,,,True,Robert Zemeckis,Robert Zemeckis
1,Always_Retrieve,Always_FAISS,2887118,vector,False,8423.0,high,1.000000,1.000000,4313.224,8636.488,1,644,1292,,1.709613,,,,True,Malawi,Malawi
1,Always_Retrieve,Always_FAISS,2502695,vector,False,407.0,medium,0.000000,0.000000,767.761,4619.840,1,452,519,,2.490951,,,,True,Friedrich Freksa,Friedrich Freksa
1,Always_Retrieve,Always_FAISS,1036039,vector,False,37.0,low,1.000000,1.000000,5877.844,5890.165,1,500,715,,3.017953,,,,True,Canada,Canada
1,Always_Retrieve,Always_FAISS,2070625,vector,False,1205.0,high,0.000000,0.000000,3515.536,7040.327,1,605,1148,,2.199411,,,,True,No answer,No answer
1,Always_Retrieve,Always_FAISS,1652441,vector,False,399.0,medium,0.000000,0.000000,8607.036,8615.487,1,651,1322,,2.496135,,,,True,None,None
1,Always_Retrieve,Always_FAISS,6147968,vector,False,84.0,low,1.000000,1.000000,2035.534,6117.007,1,547,885,,2.864208,,,,True,Russell Kirk,Russell Kirk
1,Always_Retrieve,Always_FAISS,3714492,vector,False,36683.0,high,1.000000,1.000000,1666.347,6675.271,1,604,1132,,1.432517,,,,True,Ridley Scott,Ridley Scott
1,Always_Retrieve,Always_FAISS,2622822,vector,False,349.0,medium,1.000000,1.000000,4455.566,8922.284,1,645,1299,,2.530859,,,,True,United States,United States
1,Always_Retrieve,Always_FAISS,198406,vector,False,78.0,low,0.000000,0.666667,2962.147,8900.155,1,577,1026,,2.879346,,,,True,J-pop single,J-pop single
1,Always_Retrieve,Always_FAISS,3011411,vector,False,74.0,low,0.000000,0.666667,1595.022,4799.499,1,479,617,,2.889952,,,,True,Beach Soccer,Beach Soccer
1,Always_Retrieve,Always_FAISS,166546,vector,False,240.0,medium,0.000000,0.000000,1191.542,5969.073,1,497,699,,2.625426,,,,True,Jean-Luc Godard,Jean-Luc Godard
1,Always_Retrieve,Always_FAISS,2578796,vector,False,104.0,medium,1.000000,1.000000,3753.645,3764.216,1,442,473,,2.819241,,,,True,Football,Football
1,Always_Retrieve,Always_FAISS,4769798,vector,False,68.0,low,0.000000,0.000000,3643.629,7299.475,1,599,1120,,2.906728,,,,True,No answer,No answer
1,Always_Retrieve,Always_FAISS,1999613,vector,False,64.0,low,1.000000,1.000000,2035.204,6119.176,1,476,618,,2.918559,,,,True,Mongolia,Mongolia
1,Always_Retrieve,Always_FAISS,1030164,vector,False,10620.0,high,0.000000,0.000000,2650.544,10618.675,1,687,1450,,1.659590,,,,True,Alessandria,Alessandria
1,Always_Retrieve,Always_FAISS,2605479,vector,False,381.0,medium,0.000000,0.000000,1255.182,3776.273,1,442,479,,2.508155,,,,True,Politician Lawyer,Politician Lawyer
1,Always_Retrieve,Always_FAISS,682924,vector,False,419.0,medium,1.000000,1.000000,1606.319,6439.872,1,533,833,,2.483347,,,,True,Albert Dupontel,Albert Dupontel
1,Always_Retrieve,Always_FAISS,2665518,vector,False,94.0,low,0.000000,0.000000,2946.399,8847.563,1,643,1288,,2.840773,,,,True,No director found,No director found
1,Always_Retrieve,Always_FAISS,5179731,vector,False,89.0,low,0.000000,0.000000,1037.924,6237.264,1,511,755,,2.852230,,,,True,Leslie Marmon Silko,Leslie Marmon Silko
1,Always_Retrieve,Always_FAISS,1936858,vector,False,136.0,medium,1.000000,1.000000,1261.443,6317.176,1,542,874,,2.760022,,,,True,Gianni Amelio,Gianni Amelio
1,Always_Retrieve,Always_FAISS,3878768,vector,False,3559.0,high,0.000000,0.000000,4875.110,9761.996,1,650,1311,,1.913891,,,,True,Badfinger,Badfinger
1,Always_Retrieve,Always_FAISS,815139,vector,False,200.0,medium,0.000000,0.000000,3521.070,7050.850,1,594,1086,,2.669898,,,,True,No information,No information
1,Always_Retrieve,Always_FAISS,5196597,vector,False,1150.0,high,0.000000,0.000000,1054.648,5283.915,1,508,749,,2.212075,,,,False,No mention of Shelter.,No mention of Shelter
1,Always_Retrieve,Always_FAISS,2996760,vector,False,636.0,medium,0.000000,0.000000,3614.202,7238.827,1,607,1150,,2.372445,,,,True,Joseph Kennedy,Joseph Kennedy
1,Always_Retrieve,Always_FAISS,5621482,vector,False,78.0,low,0.000000,0.000000,3074.615,6161.277,1,536,854,,2.879346,,,,True,No information,No information
1,Always_Retrieve,Always_FAISS,2913345,vector,False,707.0,medium,0.000000,0.000000,2613.060,7847.813,1,626,1224,,2.343935,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,976081,vector,False,243.0,medium,0.000000,0.000000,1616.776,4861.099,1,493,686,,2.622356,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,1376164,vector,False,108.0,medium,1.000000,1.000000,3095.442,6201.009,1,566,982,,2.811091,,,,True,United States,United States
1,Always_Retrieve,Always_FAISS,1605832,vector,False,304403.0,high,0.000000,0.666667,1671.755,8370.009,1,641,1253,,1.192567,,,,True,John Carpenter Debra Hill,John Carpenter Debra Hill
1,Always_Retrieve,Always_FAISS,1323570,vector,False,3585.0,high,0.000000,0.000000,2675.573,5359.687,1,477,625,,1.912059,,,,True,No information,No information
1,Always_Retrieve,Always_FAISS,1000986,vector,False,85.0,low,1.000000,1.000000,1109.670,5559.492,1,500,715,,2.861769,,,,True,Isaac Asimov,Isaac Asimov
1,Always_Retrieve,Always_FAISS,4108797,vector,False,59.0,low,0.000000,0.000000,2109.895,6339.204,1,551,918,,2.934174,,,,True,James Toback,James Toback
1,Always_Retrieve,Always_FAISS,1053271,vector,False,88.0,low,0.000000,0.500000,985.462,3952.781,1,439,471,,2.854582,,,,True,Actress Opera Singer,Actress Opera Singer
1,Always_Retrieve,Always_FAISS,1852352,vector,False,649.0,medium,0.000000,0.666667,1945.997,7793.569,1,578,1031,,2.367004,,,,True,King Khufu,King Khufu
1,Always_Retrieve,Always_FAISS,4490656,vector,False,68.0,low,0.000000,0.000000,2874.641,5758.565,1,553,926,,2.906728,,,,True,No information,No information
1,Always_Retrieve,Always_FAISS,5005173,vector,False,2286.0,high,0.000000,0.000000,1763.636,5301.068,1,508,761,,2.027958,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,4514687,vector,False,87.0,low,1.000000,1.000000,3294.840,6602.934,1,579,1021,,2.856956,,,,True,Saudi Arabia,Saudi Arabia
1,Always_Retrieve,Always_FAISS,192261,vector,False,42852.0,high,0.000000,0.000000,2219.943,6672.442,1,562,960,,1.408901,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,6275305,vector,False,118.0,medium,0.000000,0.000000,1159.962,5810.752,1,524,818,,2.791733,,,,True,Astronomical term,Astronomical term
1,Always_Retrieve,Always_FAISS,2769263,vector,False,90.0,low,0.000000,0.000000,1598.784,4805.296,1,532,842,,2.849898,,,,True,No director mentioned,No director mentioned
1,Always_Retrieve,Always_FAISS,1137110,vector,False,1648.0,high,1.000000,1.000000,2523.721,7581.687,1,594,1085,,2.114931,,,,True,Bryan Ferry,Bryan Ferry
1,Always_Retrieve,Always_FAISS,504455,vector,False,3164.0,high,0.000000,0.000000,1313.527,6577.316,1,554,929,,1.943713,,,,True,Ralf Hütter,Ralf Hütter
1,Always_Retrieve,Always_FAISS,6384232,vector,False,11703.0,high,0.000000,0.000000,8252.957,8263.027,1,631,1235,,1.639318,,,,True,None,None
1,Always_Retrieve,Always_FAISS,4780252,vector,False,1469.0,high,0.000000,0.000000,1582.337,4755.767,1,475,627,,2.145853,,,,True,Form of movement,Form of movement
1,Always_Retrieve,Always_FAISS,1125840,vector,False,49.0,low,1.000000,1.000000,4540.343,4553.187,1,491,663,,2.968701,,,,True,Canada,Canada
1,Always_Retrieve,Always_FAISS,814608,vector,False,96.0,low,1.000000,1.000000,4214.289,4223.395,1,455,533,,2.836325,,,,True,Football,Football
1,Always_Retrieve,Always_FAISS,2442515,vector,False,282.0,medium,1.000000,1.000000,1185.655,5936.808,1,522,796,,2.585194,,,,True,Pier Paolo Pasolini,Pier Paolo Pasolini
1,Always_Retrieve,Always_FAISS,5928340,vector,False,50.0,low,0.000000,0.000000,1203.948,4825.723,1,482,640,,2.965021,,,,True,Lloyd Ultan,Lloyd Ultan
1,Always_Retrieve,Always_FAISS,2562576,vector,False,35.0,low,0.000000,0.666667,1461.524,7318.386,1,583,1046,,3.027274,,,,True,Pharmacist Politician,Pharmacist Politician
1,Always_Retrieve,Always_FAISS,4732699,vector,False,84.0,low,0.000000,0.000000,2804.872,5616.549,1,540,869,,2.864208,,,,True,No information,No information
1,Always_Retrieve,Always_FAISS,547056,vector,False,712.0,medium,0.000000,0.000000,1541.068,4633.801,1,479,629,,2.342033,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,6051351,vector,False,15.0,low,1.000000,1.000000,7035.427,7047.090,1,582,1053,,3.152586,,,,True,China,China
1,Always_Retrieve,Always_FAISS,5131278,vector,False,57.0,low,0.000000,0.000000,1460.397,5853.454,1,513,770,,2.940703,,,,True,Minister and painter,Minister and painter
1,Always_Retrieve,Always_FAISS,345859,vector,False,99.0,low,0.000000,0.000000,1946.410,7796.461,1,647,1316,,2.829790,,,,True,Supernatural beliefs,Supernatural beliefs
1,Always_Retrieve,Always_FAISS,3364805,vector,False,789.0,medium,0.000000,0.500000,3308.271,9937.500,1,730,1635,,2.314270,,,,True,Underwater simulation,Underwater simulation
1,Always_Retrieve,Always_FAISS,5773692,vector,False,8859.0,high,1.000000,1.000000,2013.919,8065.242,1,615,1176,,1.698528,,,,True,Louis Leo Holtz,Louis Leo Holtz
1,Always_Retrieve,Always_FAISS,4554689,vector,False,14.0,low,0.000000,0.000000,3780.837,7571.831,1,610,1156,,3.161453,,,,True,Blue October,Blue October
1,Always_Retrieve,Always_FAISS,1250195,vector,False,2506.0,high,0.000000,0.000000,1539.144,6165.742,1,522,797,,2.003893,,,,True,Samuel Rolfe,Samuel Rolfe
1,Always_Retrieve,Always_FAISS,4182623,vector,False,393.0,medium,0.000000,0.500000,1989.516,7971.650,1,594,1092,,2.500085,,,,True,Mojmir I,Mojmir I
1,Always_Retrieve,Always_FAISS,208738,vector,False,30.0,low,1.000000,1.000000,3543.008,10640.203,1,699,1517,,3.052405,,,,True,Ma Teng,Ma Teng
1,Always_Retrieve,Always_FAISS,5558408,vector,False,64.0,low,0.000000,0.000000,4353.082,8716.046,1,695,1498,,2.918559,,,,True,Non Fiction,Non Fiction
1,Always_Retrieve,Always_FAISS,3832967,vector,False,155.0,medium,0.000000,0.000000,2250.429,6761.100,1,539,866,,2.730097,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,902091,vector,False,35.0,low,1.000000,1.000000,3077.849,6164.361,1,560,930,,3.027274,,,,True,United States,United States
1,Always_Retrieve,Always_FAISS,4315195,vector,False,212.0,medium,0.000000,0.000000,2621.905,7874.334,1,615,1182,,2.655808,,,,True,Carl Reiner,Carl Reiner
1,Always_Retrieve,Always_FAISS,801964,vector,False,78.0,low,0.000000,0.000000,2460.002,9854.295,1,619,1182,,2.879346,,,,True,Eugene Walter,Eugene Walter
1,Always_Retrieve,Always_FAISS,4447201,vector,False,231.0,medium,1.000000,1.000000,5268.592,5279.293,1,490,678,,2.634841,,,,True,Iran,Iran
1,Always_Retrieve,Always_FAISS,7,vector,False,170080.0,high,1.000000,1.000000,4509.073,9029.523,1,680,1439,,1.242578,,,,True,Massachusetts,Massachusetts
1,Always_Retrieve,Always_FAISS,2726873,vector,False,69.0,low,1.000000,1.000000,1302.548,5220.023,1,497,689,,2.903854,,,,True,Van Dyke Brooke,Van Dyke Brooke
1,Always_Retrieve,Always_FAISS,1577478,vector,False,1075.0,high,0.000000,0.800000,1535.790,6160.022,1,526,828,,2.230371,,,,True,Norwegian black metal,Norwegian black metal
1,Always_Retrieve,Always_FAISS,5945780,vector,False,252.0,medium,1.000000,1.000000,2431.130,9733.661,1,628,1222,,2.613340,,,,True,Herbert Wilcox,Herbert Wilcox
1,Always_Retrieve,Always_FAISS,5291073,vector,False,63.0,low,0.000000,0.000000,1985.763,3980.181,1,453,531,,2.921605,,,,True,Book lists,Book lists
1,Always_Retrieve,Always_FAISS,2655856,vector,False,1285.0,high,0.000000,0.000000,4919.526,9849.314,1,680,1411,,2.182003,,,,True,Atlus,Atlus
1,Always_Retrieve,Always_FAISS,308450,vector,False,30.0,low,0.000000,0.000000,1903.611,7624.380,1,625,1215,,3.052405,,,,True,Vince Vaughn,Vince Vaughn
1,Always_Retrieve,Always_FAISS,1353394,vector,False,140.0,medium,0.000000,0.000000,1759.504,5291.053,1,519,785,,2.753447,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,2100090,vector,False,78.0,low,1.000000,1.000000,1666.955,3345.709,1,413,364,,2.879346,,,,True,Serbia,Serbia
1,Always_Retrieve,Always_FAISS,88774,vector,False,157.0,medium,1.000000,1.000000,4611.439,4621.188,1,448,503,,2.727127,,,,True,France,France
1,Always_Retrieve,Always_FAISS,4880111,vector,False,32.0,low,1.000000,1.000000,3302.628,6614.570,1,579,1021,,3.042013,,,,True,South Korea,South Korea
1,Always_Retrieve,Always_FAISS,2646290,vector,False,1378.0,high,0.000000,0.000000,1783.091,5358.685,1,509,749,,2.163110,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,5835502,vector,False,88.0,low,1.000000,1.000000,1608.607,4836.509,1,475,622,,2.854582,,,,True,Czech Republic,Czech Republic
1,Always_Retrieve,Always_FAISS,4560056,vector,False,98.0,low,0.000000,0.000000,2095.028,2106.230,1,372,218,,2.831950,,,,True,Information,Information
1,Always_Retrieve,Always_FAISS,5914872,vector,False,93.0,low,0.000000,0.000000,2018.602,8084.659,1,654,1330,,2.843025,,,,False,Chris Gerolmo,Chris Gerolmo
1,Always_Retrieve,Always_FAISS,5032350,vector,False,3534.0,high,0.000000,0.000000,1222.827,7345.429,1,599,1109,,1.915667,,,,True,Christoph Schlingensief,Christoph Schlingensief
1,Always_Retrieve,Always_FAISS,5953998,vector,False,104.0,medium,0.000000,0.000000,1066.057,4273.981,1,454,533,,2.819241,,,,True,Philippe Grimbert,Philippe Grimbert
1,Always_Retrieve,Always_FAISS,4821146,vector,False,1293.0,high,0.000000,0.333333,952.549,6677.222,1,510,750,,2.180323,,,,True,No mention of World Triathlon.,No mention of World Triathlon
1,Always_Retrieve,Always_FAISS,5263443,vector,False,59.0,low,0.000000,0.000000,3307.715,6626.601,1,543,882,,2.934174,,,,True,No information,No information
1,Always_Retrieve,Always_FAISS,2835710,vector,False,433.0,medium,1.000000,1.000000,4218.677,4228.949,1,449,509,,2.474726,,,,True,Football,Football
1,Always_Retrieve,Always_FAISS,2339584,vector,False,67560.0,high,1.000000,1.000000,3336.272,10021.507,1,710,1548,,1.345688,,,,True,Papeete,Papeete
1,Always_Retrieve,Always_FAISS,5471141,vector,False,37.0,low,0.000000,0.000000,2895.105,8695.048,1,626,1208,,3.017953,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,2492749,vector,False,308.0,medium,0.000000,0.000000,1766.932,5310.483,1,519,785,,2.562865,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,2540451,vector,False,1350.0,high,1.000000,1.000000,5012.825,5022.901,1,492,681,,2.168657,,,,True,Football,Football
1,Always_Retrieve,Always_FAISS,5961804,vector,False,208.0,medium,1.000000,1.000000,4310.131,8632.125,1,664,1376,,2.660427,,,,True,Pop punk,Pop punk
1,Always_Retrieve,Always_FAISS,792503,vector,False,96.0,low,1.000000,1.000000,2866.814,5745.562,1,502,719,,2.836325,,,,True,Ice Hockey,Ice Hockey
1,Always_Retrieve,Always_FAISS,4949006,vector,False,57.0,low,1.000000,1.000000,3385.544,3396.742,1,428,421,,2.940703,,,,True,Football,Football
1,Always_Retrieve,Always_FAISS,6526942,vector,False,1591.0,high,0.000000,0.000000,1978.231,5943.502,1,557,941,,2.124382,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,1990125,vector,False,344.0,medium,1.000000,1.000000,8175.761,8189.006,1,627,1217,,2.534576,,,,True,Islam,Islam
1,Always_Retrieve,Always_FAISS,5202153,vector,False,202.0,medium,0.000000,0.000000,1656.379,6635.424,1,520,794,,2.667501,,,,True,Psusennes I,Psusennes I
1,Always_Retrieve,Always_FAISS,2448296,vector,False,150.0,medium,1.000000,1.000000,1640.087,8211.855,1,643,1285,,2.737664,,,,True,Georges Simenon,Georges Simenon
1,Always_Retrieve,Always_FAISS,1386224,vector,False,190.0,medium,1.000000,1.000000,1966.795,7877.248,1,616,1171,,2.682204,,,,True,Laura Amy Schlitz,Laura Amy Schlitz
1,Always_Retrieve,Always_FAISS,1824927,vector,False,241.0,medium,1.000000,1.000000,1271.328,6366.834,1,535,847,,2.624399,,,,True,Tamar Simon Hoffs,Tamar Simon Hoffs
1,Always_Retrieve,Always_FAISS,580328,vector,False,11173.0,high,1.000000,1.000000,1846.802,7398.094,1,603,1119,,1.648942,,,,True,Mark Poirier,Mark Poirier
1,Always_Retrieve,Always_FAISS,3508703,vector,False,92.0,low,0.000000,0.000000,1383.630,6925.851,1,577,1021,,2.845296,,,,True,No mention of Bill Wilkinson,No mention of Bill Wilkinson
1,Always_Retrieve,Always_FAISS,5207810,vector,False,5609.0,high,0.000000,0.000000,1807.442,5433.061,1,509,750,,1.802661,,,,True,Samuel Fuller,Samuel Fuller
1,Always_Retrieve,Always_FAISS,350781,vector,False,1420.0,high,0.000000,1.000000,3733.804,7478.396,1,611,1150,,2.155003,,,,True,Islam Shia,Islam Shia
1,Always_Retrieve,Always_FAISS,4990162,vector,False,160245.0,high,1.000000,1.000000,2404.021,9625.417,1,693,1465,,1.248304,,,,True,Hideaki Anno,Hideaki Anno
1,Always_Retrieve,Always_FAISS,2252492,vector,False,64.0,low,1.000000,1.000000,4660.450,9332.460,1,676,1412,,2.918559,,,,True,Tennis,Tennis
1,Always_Retrieve,Always_FAISS,1652074,vector,False,129345.0,high,0.000000,0.000000,2385.916,7172.375,1,595,1100,,1.269900,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,3174085,vector,False,189.0,medium,0.000000,0.000000,4268.712,8546.434,1,609,1143,,2.683464,,,,True,No information,No information
1,Always_Retrieve,Always_FAISS,663264,vector,False,363.0,medium,0.000000,0.500000,1036.995,8306.786,1,582,1026,,2.520703,,,,True,Fereydoun Hoveyda,Fereydoun Hoveyda
1,Always_Retrieve,Always_FAISS,3255483,vector,False,3464.0,high,1.000000,1.000000,2692.223,5395.142,1,517,780,,1.920714,,,,True,Film Director,Film Director
1,Always_Retrieve,Always_FAISS,2303848,vector,False,733.0,medium,1.000000,1.000000,1144.666,5734.530,1,512,756,,2.334182,,,,True,Aku Louhimies,Aku Louhimies
1,Always_Retrieve,Always_FAISS,5502852,vector,False,42792.0,high,0.000000,0.000000,2230.288,6699.711,1,582,1036,,1.409109,,,,False,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,268085,vector,False,47.0,low,0.000000,0.000000,2539.948,5089.499,1,506,735,,2.976234,,,,True,No information,No information
1,Always_Retrieve,Always_FAISS,5954034,vector,False,135.0,medium,1.000000,1.000000,763.308,4593.795,1,456,533,,2.761691,,,,True,Jesse L Lasky,Jesse L Lasky
1,Always_Retrieve,Always_FAISS,1273302,vector,False,39.0,low,1.000000,1.000000,5289.385,5299.784,1,518,780,,3.008995,,,,True,Spain,Spain
1,Always_Retrieve,Always_FAISS,4086555,vector,False,9.0,low,0.000000,0.000000,2329.894,9330.133,1,681,1434,,3.213796,,,,True,Jerry B. Jenkins,Jerry B. Jenkins
1,Always_Retrieve,Always_FAISS,908041,vector,False,1715.0,high,0.000000,0.000000,1603.026,4819.266,1,480,633,,2.104251,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,1368071,vector,False,71.0,low,1.000000,1.000000,967.936,3881.686,1,425,412,,2.898202,,,,True,Nigel Hinton,Nigel Hinton
1,Always_Retrieve,Always_FAISS,3492532,vector,False,88655.0,high,0.000000,0.000000,3332.750,6676.237,1,590,1078,,1.312010,,,,True,Stan Winston,Stan Winston
1,Always_Retrieve,Always_FAISS,5277586,vector,False,73.0,low,1.000000,1.000000,2566.635,7712.902,1,534,830,,2.892673,,,,True,Castellane,Castellane
1,Always_Retrieve,Always_FAISS,1361227,vector,False,735.0,medium,0.000000,0.000000,1693.657,6786.424,1,575,1005,,2.333446,,,,True,Nancy Meyers,Nancy Meyers
1,Always_Retrieve,Always_FAISS,1317713,vector,False,5278.0,high,1.000000,1.000000,4313.854,8636.098,1,671,1406,,1.817124,,,,True,Alternative rock,Alternative rock
1,Always_Retrieve,Always_FAISS,5916322,vector,False,328.0,medium,0.000000,0.000000,1239.796,7450.760,1,554,939,,2.546804,,,,True,No mention of The Checks.,No mention of The Checks
1,Always_Retrieve,Always_FAISS,2966183,vector,False,11306.0,high,0.000000,0.250000,2370.219,9489.908,1,672,1404,,1.646475,,,,True,No mention of Pierre,No mention of Pierre
1,Always_Retrieve,Always_FAISS,1303276,vector,False,1859.0,high,0.000000,0.666667,1663.323,6663.911,1,564,964,,2.082710,,,,True,Dhule town,Dhule town
1,Always_Retrieve,Always_FAISS,998693,vector,False,19262.0,high,0.000000,0.000000,1937.878,5823.657,1,535,861,,1.541878,,,,True,No answer provided,No answer provided
1,Always_Retrieve,Always_FAISS,4003566,vector,False,66.0,low,1.000000,1.000000,1995.968,4004.887,1,430,430,,2.912574,,,,True,Belgium,Belgium
1,Always_Retrieve,Always_FAISS,2127751,vector,False,7085.0,high,0.000000,0.000000,2211.002,6642.620,1,561,966,,1.748404,,,,True,No answer found,No answer found
1,Always_Retrieve,Always_FAISS,2043035,vector,False,89.0,low,0.000000,0.000000,944.574,7567.240,1,559,948,,2.852230,,,,True,No mention of The Betrayed.,No mention of The Betrayed
1,Always_Retrieve,Always_FAISS,3727461,vector,False,790.0,medium,0.000000,0.000000,2087.660,6274.161,1,580,1046,,2.313927,,,,True,Scottish musician,Scottish musician
1,Always_Retrieve,Always_FAISS,957958,vector,False,66.0,low,1.000000,1.000000,2059.800,4131.640,1,450,492,,2.912574,,,,True,Association Football,Association Football
1,Always_Retrieve,Always_FAISS,3206595,vector,False,1626.0,high,0.000000,0.000000,2903.195,5815.693,1,535,853,,2.118538,,,,True,Joseph Kennedy,Joseph Kennedy
